publish_date,publish_time,title,url,sentiment,importance,summary,sentiment_score,weighted_score,translate
2025-05-28,01:51,Bitcoin price today: slips to $108.5k but stays near ATH ahead of 2025 conference By Investing.com,https://www.investing.com/news/cryptocurrency-news/bitcoin-price-today-steady-at-109k-amid-legislative-support-at-2025-conference-4066526,Positive,5,"Bitcoin experienced a slight price dip to $108.5k but remained near its all-time high, supported by positive news from the Bitcoin 2025 conference regarding US government support and strategic reserve plans. Additionally, GameStop announced a significant $513 million purchase of Bitcoin, marking a major corporate adoption move.",1,5,Bitcoin มีราคาลดลงเล็กน้อยไปที่ $108.5k แต่ยังคงอยู่ใกล้ระดับสูงสุดตลอดกาล โดยได้รับการสนับสนุนจากข่าวดีจากการประชุม Bitcoin 2025 เกี่ยวกับการสนับสนุนจากรัฐบาล US และแผนสำรองทางยุทธศาสตร์ นอกจากนี้ GameStop ได้ประกาศการซื้อ Bitcoin จำนวนมากมูลค่า $513 million ซึ่งถือเป็นการเคลื่อนไหวครั้งสำคัญในการนำไปใช้ในองค์กร
2025-05-27,22:52,Asia stocks rise tracking Wall St gains; Tech upbeat before Nvidia earnings By Investing.com,https://www.investing.com/news/stock-market-news/asia-stocks-rise-tracking-wall-st-gains-tech-upbeat-before-nvidia-earnings-4066438,Positive,5,"Most Asian stocks rose, tracking Wall Street gains and buoyed by positive factors like postponed US tariffs and strong Xiaomi earnings. Technology stocks, particularly Nvidia suppliers, led the advance as investors anticipated strong earnings from Nvidia later in the day, despite some regional weakness in China due to deflation concerns and weak PDD earnings.",1,5,หุ้นส่วนใหญ่ในเอเชียปรับตัวสูงขึ้น ตามทิศทางขาขึ้นของ Wall Street และได้รับแรงหนุนจากปัจจัยบวก เช่น การเลื่อน US tariffs และผลประกอบการที่แข็งแกร่งของ Xiaomi หุ้นกลุ่มเทคโนโลยี โดยเฉพาะซัพพลายเออร์ของ Nvidia นำการปรับตัวขึ้น เนื่องจากนักลงทุนคาดการณ์ผลประกอบการที่แข็งแกร่งจาก Nvidia ในช่วงปลายวัน แม้ว่าจะมีภาวะอ่อนแอในภูมิภาคในประเทศจีนเนื่องจากความกังวลเรื่องภาวะเงินฝืดและผลประกอบการที่อ่อนแอของ PDD
2025-05-27,20:39,"Trump says Golden Dome to cost Canada $61 bln, but free if it gives up sovereignty By Investing.com",https://www.investing.com/news/economy-news/trump-says-golden-dome-to-cost-canada-61-bln-but-free-if-it-gives-up-sovereignty-4066382,Neutral,1,"Former President Trump stated that Canada could join his proposed ""Golden Dome"" missile defense system for $61 billion, or for free if it became the 51st U.S. state. This offer follows prior Canadian interest in the project but was coupled with a condition on sovereignty that Canada has previously rejected.",0,0,"อดีตประธานาธิบดี Trump กล่าวว่า แคนาดา สามารถเข้าร่วมระบบป้องกันขีปนาวุธ ""Golden Dome"" ที่เขาเสนอได้ในราคา 61 billion ดอลลาร์ หรือฟรี หากกลายเป็นรัฐที่ 51 ของสหรัฐฯ ข้อเสนอนี้เกิดขึ้นหลังจากที่แคนาดาเคยแสดงความสนใจในโครงการนี้ แต่มาพร้อมกับเงื่อนไขด้านอธิปไตยที่แคนาดาเคยปฏิเสธไปก่อนหน้านี้"
2025-05-27,20:35,"Elon Musk must face lawsuit over his role in DOGE under Trump, judge says By Investing.com",https://www.investing.com/news/economy-news/elon-musk-must-face-lawsuit-over-his-role-in-doge-under-trump-judge-says-4066381,Negative,2,"A federal judge has allowed a lawsuit against Elon Musk to proceed, challenging his role and alleged actions within a government agency (DOGE) under the Trump administration. The suit claims Musk acted as a de facto head of the agency, which lacked legal basis, and exceeded lawful authority, potentially violating the Constitution.",-1,-2,ผู้พิพากษาของรัฐบาลกลางได้อนุญาตให้ดำเนินคดีฟ้องร้องต่อ Elon Musk ต่อไป โดยโต้แย้งบทบาทและการกระทำที่ถูกกล่าวหาของเขาในหน่วยงานรัฐบาล (DOGE) ภายใต้การบริหารของ Trump คดีดังกล่าวอ้างว่า Musk ทำหน้าที่เป็นหัวหน้าหน่วยงานโดยพฤตินัย ซึ่งขาดพื้นฐานทางกฎหมาย และใช้อำนาจเกินขอบเขตที่กฎหมายกำหนด ซึ่งอาจละเมิดรัฐธรรมนูญ
2025-05-27,20:07,"U.S. stocks steady ahead of Fed minutes, keenly-awaited Nvidia earnings By Investing.com",https://www.investing.com/news/stock-market-news/us-stock-futures-steady-with-nvidia-earnings-in-focus-4066366,Neutral,5,"U.S. stocks traded steadily as investors awaited key events: Nvidia's first-quarter earnings report, which is highly anticipated for AI sector cues, and the release of the Federal Reserve's latest meeting minutes for insights into monetary policy. The market also reacted to a mix of individual corporate earnings reports.",0,0,หุ้น U.S. ทรงตัวในขณะที่นักลงทุนรอเหตุการณ์สำคัญ: รายงานผลประกอบการไตรมาสแรกของ Nvidia ซึ่งเป็นที่คาดหวังอย่างสูงสำหรับสัญญาณของภาคส่วน AI และการเปิดเผยรายงานการประชุมครั้งล่าสุดของ Federal Reserve เพื่อหาข้อมูลเชิงลึกเกี่ยวกับนโยบายการเงิน ตลาดตอบสนองต่อรายงานผลประกอบการของแต่ละบริษัทที่หลากหลายเช่นกัน
2025-05-27,08:23,JPM highlights top 6 European investment ideas for next 12–18 months By Investing.com,https://www.investing.com/news/stock-market-news/jpm-highlights-top-6-european-investment-ideas-for-next-1218-months-4064930,Positive,5,"JPMorgan has outlined its top six European investment ideas for the next 12-18 months, focusing on sectors expected to benefit from structural and policy changes. Key themes include defense spending, German infrastructure stimulus, financials (favoring insurance), chemicals, utilities/telecoms, and German small caps.",1,5,"JPMorgan ได้สรุปแนวคิดการลงทุนในยุโรป 6 อันดับแรกสำหรับช่วง 12-18 เดือนข้างหน้า โดยเน้นที่กลุ่มอุตสาหกรรมที่คาดว่าจะได้รับประโยชน์จากการเปลี่ยนแปลงเชิงโครงสร้างและนโยบาย หัวข้อสำคัญ ได้แก่ defense spending, German infrastructure stimulus, financials (favoring insurance), chemicals, utilities/telecoms และ German small caps"
2025-05-27,07:54,JPMorgan shifts to bullish stance on crypto amid sector tailwinds By Investing.com,https://www.investing.com/news/cryptocurrency-news/jpmorgan-shifts-to-bullish-stance-on-crypto-amid-sector-tailwinds-4064834,Positive,4,"JPMorgan has turned bullish on digital assets, citing positive catalysts such as increasing institutional adoption, favorable policy developments, and regulatory clarity. The bank has upgraded digital assets to Overweight in its allocation model, forecasting a 10% return, the highest among alternative investments.",1,4,"JPMorgan มีมุมมองเชิงบวกต่อ digital assets โดยอ้างถึงปัจจัยบวก เช่น การยอมรับในวงกว้างของสถาบันที่เพิ่มขึ้น, favorable policy developments และ regulatory clarity ธนาคารได้ปรับเพิ่ม digital assets เป็น Overweight ใน allocation model ของตน โดยคาดการณ์ผลตอบแทน 10% ซึ่งสูงที่สุดในบรรดา alternative investments."
2025-05-27,07:03,StanChart sees Solana price rising over 50% by end of 2025 By Investing.com,https://www.investing.com/news/cryptocurrency-news/stanchart-sees-solana-price-rising-over-50-by-end-of-2025-4064655,Positive,5,"Standard Chartered has initiated coverage on Solana (SOL) with a year-end 2025 price target of $275, indicating over 50% upside from current levels. While noting potential near-term underperformance due to reliance on memecoin trading, the bank sees strong long-term potential in new sectors, projecting targets up to $500 by 2029.",1,5,Standard Chartered ได้เริ่มทำการวิเคราะห์ Solana (SOL) โดยมีเป้าหมายราคา ณ สิ้นปี 2025 ที่ $275 ซึ่งบ่งชี้ถึงโอกาสในการเติบโตมากกว่า 50% จากระดับปัจจุบัน ในขณะที่ระบุถึงผลการดำเนินงานที่อาจต่ำกว่าเป้าหมายในระยะสั้นเนื่องจากการพึ่งพาการซื้อขาย memecoin ธนาคารมองเห็นศักยภาพระยะยาวที่แข็งแกร่งในภาคส่วนใหม่ๆ โดยคาดการณ์เป้าหมายสูงถึง $500 ภายในปี 2029
2025-05-27,06:26,Citi sees up to 8% downside for Stoxx 600 on Trump tariff risk By Investing.com,https://www.investing.com/news/stock-market-news/citi-sees-up-to-8-downside-for-stoxx-600-on-trump-tariff-risk-4064531,Negative,5,"Citi analysts warn that the Stoxx 600 index could face a 7-8% downside if potential 50% Trump tariffs on European goods are enacted. They note that European earnings estimates have already fallen due to geopolitical risks, and higher tariffs could lead to further deterioration in EPS growth.",-1,-5,นักวิเคราะห์ของ Citi เตือนว่าดัชนี Stoxx 600 อาจเผชิญกับ downside ที่ 7-8% หากมีการบังคับใช้ Trump tariffs 50% ที่อาจเกิดขึ้นกับสินค้าจากยุโรป พวกเขาสังเกตว่าประมาณการรายได้ของยุโรปลดลงแล้วเนื่องจากความเสี่ยงทางภูมิรัฐศาสตร์ และ tariffs ที่สูงขึ้นอาจนำไปสู่การเสื่อมถอยของ EPS growth ที่มากขึ้น
2025-05-26,19:58,"Stock market today: S&P 500 rallies on consumer confidence, Trump EU tariff delay By Investing.com",https://www.investing.com/news/stock-market-news/us-stock-futures-jump-as-trump-delays-50-tariffs-against-the-eu-4063878,Positive,5,The S&P 500 and other major U.S. stock indices rallied sharply on Tuesday. This market surge was primarily driven by a significant rebound in U.S. consumer confidence and President Trump's decision to postpone planned tariffs on the European Union.,1,5,เมื่อวันอังคารที่ผ่านมา ดัชนี S&P 500 และดัชนีหุ้นหลักอื่นๆ ของสหรัฐฯ ปรับตัวสูงขึ้นอย่างรวดเร็ว การพุ่งขึ้นของตลาดในครั้งนี้มีปัจจัยหลักมาจากความเชื่อมั่นของผู้บริโภคในสหรัฐฯ ที่ฟื้นตัวอย่างมีนัยสำคัญ และการตัดสินใจของ President Trump ที่จะเลื่อนการเก็บภาษี planned tariffs on the European Union ออกไป
